category,tier,name,file,sourceUrl,note
"装备","Ⅳ阶","有限加速器","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\04_IV阶\装备\有限加速器.png","https://media.prts.wiki/thumb/1/1d/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E6%9C%89%E9%99%90%E5%8A%A0%E9%80%9F%E5%99%A8.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E6%9C%89%E9%99%90%E5%8A%A0%E9%80%9F%E5%99%A8.png?v=qxclq2e5s3hqokp4m67fzjz5roa9fjf",""
"装备","Ⅳ阶","伪装服","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\04_IV阶\装备\伪装服.png","https://media.prts.wiki/thumb/5/50/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E4%BC%AA%E8%A3%85%E6%9C%8D.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E4%BC%AA%E8%A3%85%E6%9C%8D.png?v=ka4m8wncc2enuwc10bas8msfmnfcqv4",""
"装备","Ⅳ阶","防暴盾","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\04_IV阶\装备\防暴盾.png","https://media.prts.wiki/thumb/f/ff/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E9%98%B2%E6%9A%B4%E7%9B%BE.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E9%98%B2%E6%9A%B4%E7%9B%BE.png?v=0iws5d1obisl83blkfnl0bv0zs97ig1",""
"装备","Ⅳ阶","休眠子裔","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\04_IV阶\装备\休眠子裔.png","https://media.prts.wiki/thumb/d/d0/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E4%BC%91%E7%9C%A0%E5%AD%90%E8%A3%94.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E4%BC%91%E7%9C%A0%E5%AD%90%E8%A3%94.png?v=3zuqd232qjkojetozn7di2qr8ql0c9o",""
"装备","Ⅳ阶","卡西米尔竞技旗","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\04_IV阶\装备\卡西米尔竞技旗.png","https://media.prts.wiki/thumb/7/7d/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%8D%A1%E8%A5%BF%E7%B1%B3%E5%B0%94%E7%AB%9E%E6%8A%80%E6%97%97.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%8D%A1%E8%A5%BF%E7%B1%B3%E5%B0%94%E7%AB%9E%E6%8A%80%E6%97%97.png?v=1bax8x24j8h63fu3fkrqe2vpbp26mt1",""
"装备","Ⅳ阶","拉特兰桥夹","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\04_IV阶\装备\拉特兰桥夹.png","https://media.prts.wiki/thumb/1/11/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E6%8B%89%E7%89%B9%E5%85%B0%E6%A1%A5%E5%A4%B9.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E6%8B%89%E7%89%B9%E5%85%B0%E6%A1%A5%E5%A4%B9.png?v=sydpf77q2ayt8izlsxcjkzp50rybklz",""
"装备","Ⅳ阶","灼燃维式重锤","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\04_IV阶\装备\灼燃维式重锤.png","https://media.prts.wiki/thumb/7/77/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E7%81%BC%E7%87%83%E7%BB%B4%E5%BC%8F%E9%87%8D%E9%94%A4.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E7%81%BC%E7%87%83%E7%BB%B4%E5%BC%8F%E9%87%8D%E9%94%A4.png?v=5yhmaqgmlnm5cd0ll3id6jseo7rkjy5",""
"装备","Ⅳ阶","浓缩嗅盐","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\04_IV阶\装备\浓缩嗅盐.png","https://media.prts.wiki/thumb/7/78/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E6%B5%93%E7%BC%A9%E5%97%85%E7%9B%90.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E6%B5%93%E7%BC%A9%E5%97%85%E7%9B%90.png?v=aoo5jmoo0nq99mnbhju4qq6fy7122zi",""
"装备","Ⅳ阶","护盾无人机","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\04_IV阶\装备\护盾无人机.png","https://media.prts.wiki/thumb/c/ce/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E6%8A%A4%E7%9B%BE%E6%97%A0%E4%BA%BA%E6%9C%BA.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E6%8A%A4%E7%9B%BE%E6%97%A0%E4%BA%BA%E6%9C%BA.png?v=gngcsu2233p36jvx624ceopumb661de",""
"装备","Ⅳ阶","M3茧甲","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\04_IV阶\装备\M3茧甲.png","https://media.prts.wiki/thumb/a/ac/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_M3%E8%8C%A7%E7%94%B2.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_M3%E8%8C%A7%E7%94%B2.png?v=7qvgj32nnojwy8tnapz9z8hlmgo3aqk",""
"装备","Ⅴ阶","催泪瓦斯","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\05_V阶\装备\催泪瓦斯.png","https://media.prts.wiki/thumb/a/a8/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%82%AC%E6%B3%AA%E7%93%A6%E6%96%AF.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%82%AC%E6%B3%AA%E7%93%A6%E6%96%AF.png?v=9a474t7d5dma08wp5zfmqykjnmjvkyi",""
"装备","Ⅴ阶","谢拉格不融冰","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\05_V阶\装备\谢拉格不融冰.png","https://media.prts.wiki/thumb/5/5d/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E8%B0%A2%E6%8B%89%E6%A0%BC%E4%B8%8D%E8%9E%8D%E5%86%B0.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E8%B0%A2%E6%8B%89%E6%A0%BC%E4%B8%8D%E8%9E%8D%E5%86%B0.png?v=72fc65fzi6hlqyltn1ymuysdlahux0f",""
"装备","Ⅴ阶","双模机械臂","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\05_V阶\装备\双模机械臂.png","https://media.prts.wiki/thumb/d/d9/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%8F%8C%E6%A8%A1%E6%9C%BA%E6%A2%B0%E8%87%82.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%8F%8C%E6%A8%A1%E6%9C%BA%E6%A2%B0%E8%87%82.png?v=rpffx9cdvcn33d3kafj3lkcumvizeeh",""
"装备","Ⅴ阶","信标","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\05_V阶\装备\信标.png","https://media.prts.wiki/thumb/b/b9/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E4%BF%A1%E6%A0%87.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E4%BF%A1%E6%A0%87.png?v=tfvzkbr25y3h8bsrnvegkeo9l4y8ern",""
"装备","Ⅴ阶","拟态物质","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\05_V阶\装备\拟态物质.png","https://media.prts.wiki/thumb/0/0a/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E6%8B%9F%E6%80%81%E7%89%A9%E8%B4%A8.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E6%8B%9F%E6%80%81%E7%89%A9%E8%B4%A8.png?v=6k7h8vyokgc1yp633ob1irzgky479ch",""
"装备","Ⅴ阶","博士投影","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\05_V阶\装备\博士投影.png","https://media.prts.wiki/thumb/7/70/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%8D%9A%E5%A3%AB%E6%8A%95%E5%BD%B1.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%8D%9A%E5%A3%AB%E6%8A%95%E5%BD%B1.png?v=e4rr9o4ghfh2wh50g8mt9cas3dqvnr4",""
"装备","Ⅴ阶","商业包装方案","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\05_V阶\装备\商业包装方案.png","https://media.prts.wiki/thumb/a/a7/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%95%86%E4%B8%9A%E5%8C%85%E8%A3%85%E6%96%B9%E6%A1%88.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%95%86%E4%B8%9A%E5%8C%85%E8%A3%85%E6%96%B9%E6%A1%88.png?v=4afjcfa55s6ekb3xlyl2wa7a42xpaxn",""
"装备","Ⅴ阶","突变细胞","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\05_V阶\装备\突变细胞.png","https://media.prts.wiki/thumb/a/a3/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E7%AA%81%E5%8F%98%E7%BB%86%E8%83%9E.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E7%AA%81%E5%8F%98%E7%BB%86%E8%83%9E.png?v=7n0gfdi8mfgcdhxuzcnfw4w4ly6mpth",""
"装备","Ⅴ阶","天马之盔","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\05_V阶\装备\天马之盔.png","https://media.prts.wiki/thumb/9/9c/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%A4%A9%E9%A9%AC%E4%B9%8B%E7%9B%94.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%A4%A9%E9%A9%AC%E4%B9%8B%E7%9B%94.png?v=sk3nyx1f95e0bmvuq339wtrpbdhf1iv",""
"装备","Ⅵ阶","天马之枪","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\06_VI阶\装备\天马之枪.png","https://media.prts.wiki/thumb/a/ad/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%A4%A9%E9%A9%AC%E4%B9%8B%E6%9E%AA.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%A4%A9%E9%A9%AC%E4%B9%8B%E6%9E%AA.png?v=p0zzlfmmikts8esd2vd8ymx5gw6msro",""
"装备","Ⅵ阶","铳骑之威","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\06_VI阶\装备\铳骑之威.png","https://media.prts.wiki/thumb/f/f8/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E9%93%B3%E9%AA%91%E4%B9%8B%E5%A8%81.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E9%93%B3%E9%AA%91%E4%B9%8B%E5%A8%81.png?v=gtdj2c8s1qu58tszhd0msgkgxu2xj0k",""
"装备","Ⅵ阶","天师古鼎","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\06_VI阶\装备\天师古鼎.png","https://media.prts.wiki/thumb/5/5f/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%A4%A9%E5%B8%88%E5%8F%A4%E9%BC%8E.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%A4%A9%E5%B8%88%E5%8F%A4%E9%BC%8E.png?v=4opcdep8ft5s737bnir7bisc646spto",""
"装备","Ⅵ阶","海沟实验体","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\06_VI阶\装备\海沟实验体.png","https://media.prts.wiki/thumb/2/21/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E6%B5%B7%E6%B2%9F%E5%AE%9E%E9%AA%8C%E4%BD%93.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E6%B5%B7%E6%B2%9F%E5%AE%9E%E9%AA%8C%E4%BD%93.png?v=j4pmk93qdikc1lfazyhdy2kuvvuuon7",""
"装备","Ⅵ阶","蒸汽之心","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\06_VI阶\装备\蒸汽之心.png","https://media.prts.wiki/thumb/a/a5/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E8%92%B8%E6%B1%BD%E4%B9%8B%E5%BF%83.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E8%92%B8%E6%B1%BD%E4%B9%8B%E5%BF%83.png?v=logjebgmvftsn9wo2tamaz44s9ayl3s",""
"装备","Ⅵ阶","耶拉冈德之泪","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\06_VI阶\装备\耶拉冈德之泪.png","https://media.prts.wiki/thumb/f/f0/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E8%80%B6%E6%8B%89%E5%86%88%E5%BE%B7%E4%B9%8B%E6%B3%AA.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E8%80%B6%E6%8B%89%E5%86%88%E5%BE%B7%E4%B9%8B%E6%B3%AA.png?v=f9oaz7c2xigrqsy9lji2r8uhm94u5pj",""
"装备","Ⅵ阶","黄沙罗盘","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\06_VI阶\装备\黄沙罗盘.png","https://media.prts.wiki/thumb/e/e3/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E9%BB%84%E6%B2%99%E7%BD%97%E7%9B%98.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E9%BB%84%E6%B2%99%E7%BD%97%E7%9B%98.png?v=9zn7qdaa3zx2p5d31yv2gy1nyhc1tzb",""
"装备","Ⅵ阶","人事部文档","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\06_VI阶\装备\人事部文档.png","https://media.prts.wiki/thumb/9/9b/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E4%BA%BA%E4%BA%8B%E9%83%A8%E6%96%87%E6%A1%A3.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E4%BA%BA%E4%BA%8B%E9%83%A8%E6%96%87%E6%A1%A3.png?v=9xl7eqy387fkp5piz9l1xg432b9h15s",""
"装备","Ⅵ阶","变形同构体","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\06_VI阶\装备\变形同构体.png","https://media.prts.wiki/thumb/7/77/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%8F%98%E5%BD%A2%E5%90%8C%E6%9E%84%E4%BD%93.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%8F%98%E5%BD%A2%E5%90%8C%E6%9E%84%E4%BD%93.png?v=p7zi1heilkjh81xvs6bmo79ogbrsow2",""
"装备","Ⅵ阶","骑士戒律","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\06_VI阶\装备\骑士戒律.png","https://media.prts.wiki/thumb/4/48/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E9%AA%91%E5%A3%AB%E6%88%92%E5%BE%8B.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E9%AA%91%E5%A3%AB%E6%88%92%E5%BE%8B.png?v=466si7ffxrwqicd5t0f8tromi57sk3p",""
"装备","Ⅵ阶","家族徽章","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\06_VI阶\装备\家族徽章.png","https://media.prts.wiki/thumb/e/e1/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%AE%B6%E6%97%8F%E5%BE%BD%E7%AB%A0.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%AE%B6%E6%97%8F%E5%BE%BD%E7%AB%A0.png?v=7jztf16lqrrsbwb3a7wfurg0yl7lwt4",""
"法术","Ⅵ阶","画卷","D:\大黄算法？？？\卫戍协议图片素材包\法术图标\06_VI阶\画卷.png","https://media.prts.wiki/5/5f/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E7%94%BB%E5%8D%B7.png?v=2c6hqs9mz6aydyeco3ou0ch0lcfe1e2",""
"法术","Ⅵ阶","教鞭","D:\大黄算法？？？\卫戍协议图片素材包\法术图标\06_VI阶\教鞭.png","https://media.prts.wiki/6/6d/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E6%95%99%E9%9E%AD.png?v=1nmagrelb2n2k8tv3jlurgp2mbnql2n",""
"机制图标","","炎佑","D:\大黄算法？？？\卫戍协议图片素材包\机制图标\炎佑_令召唤物替代.png","https://media.prts.wiki/2/2c/%E5%A4%B4%E5%83%8F_%E4%BB%A4.png?v=6gpxk9czbase58ojhhpjngjskpfaa14","按用户要求，使用干员令的召唤物图标代替。"
